node_id,longitude,latitude
1208606987,55.1413899,25.0853786
13039514418,55.1510871,25.0899308
7561673222,55.1396365,25.0835209
1330698563,55.1347763,25.0706417
923874172,55.1376789,25.0706251
2063896598,55.135988,25.0761635
605040166,55.1355824,25.0764945
1208606987,55.1413899,25.0853786
1893178269,55.1394641,25.0809814
3199442652,55.1488633,25.0900411
13039198757,55.1479516,25.0905713
1013779704,55.1463792,25.0807512
1166275632,55.1431692,25.0779084
13039514539,55.1468967,25.0878984
2063079164,55.1416877,25.0776759
2053924425,55.1343525,25.0685178
2063079156,55.1419216,25.077528
9967759354,55.1361578,25.0766988
4965137172,55.1466873,25.0893713
13039514253,55.1483792,25.0866935
9571214411,55.1419425,25.0849161
2064793667,55.1410959,25.0824947
8488601040,55.142685,25.0786763
2063079201,55.1425236,25.078392
9969922991,55.1343466,25.070346
626358147,55.132355,25.0644645
4911446791,55.1455278,25.0811053
4742253472,55.1507372,25.088882
13039514256,55.1487507,25.0870346
659835490,55.1436381,25.0842798
659859371,55.1335979,25.069492
2063356585,55.1483072,25.0830656
2063896596,55.13543,25.0766209
7561673222,55.1396365,25.0835209
2063896600,55.1352062,25.0768248
2063356639,55.1482527,25.0866215
659859340,55.1337316,25.0693799
659859348,55.1338769,25.0691585
4910999046,55.1485622,25.0828401
9970094767,55.1349721,25.0698346
2053924425,55.1343525,25.0685178
9967549252,55.1381164,25.0821466
2054775535,55.1399042,25.0747214
605040166,55.1355824,25.0764945
13039198734,55.1460295,25.0888406
2063356557,55.1382297,25.0820198
7577320089,55.1439588,25.0890878
1013780787,55.1481658,25.0812331
9969922996,55.1345456,25.0704037
605034557,55.1303675,25.0717217
4898083830,55.1357886,25.0764233
6563437610,55.1315817,25.0683174
13039514277,55.148525,25.0866158
659859345,55.1346072,25.0686724
13039513933,55.1498956,25.0908795
1150673349,55.1428437,25.085421
6563418477,55.1318552,25.07603
631528741,55.1290823,25.0675876
3199442621,55.1449288,25.0871871
1013734748,55.1518169,25.0863928
659856162,55.1333479,25.0691626
13039514539,55.1468967,25.0878984
283699588,55.1323598,25.0685105
659859347,55.1343813,25.0687328
1280022304,55.1348155,25.0671339
5993831720,55.141834,25.0849492
9969745116,55.1399015,25.0744148
2063896604,55.1357808,25.0766815
3274635579,55.1443798,25.0833901
642992003,55.1331226,25.0678414
2063079209,55.1423189,25.0785576
2268129868,55.1473902,25.088817
6828558952,55.1397173,25.0836113
13039514450,55.1518165,25.0893795
9967399817,55.1413239,25.0878242
7561673222,55.1396365,25.0835209
3199442652,55.1488633,25.0900411
4911446790,55.1456867,25.0813509
2063896600,55.1352062,25.0768248
9632970750,55.1483622,25.0866919
3199442650,55.1488187,25.0899952
3199442627,55.1462735,25.0872838
4743070609,55.1468499,25.0889471
13039492759,55.1475854,25.0883738
659859345,55.1346072,25.0686724
8684410135,55.1460289,25.0802885
3266624076,55.1278263,25.0686
4911446790,55.1456867,25.0813509
2063896596,55.13543,25.0766209
642991962,55.143382,25.0779407
2063079181,55.1413572,25.0782658
605034575,55.1340279,25.0779428
9961066730,55.1405592,25.0830112
718402787,55.1447562,25.0857057
13039514256,55.1487507,25.0870346
13039183065,55.1466514,25.0890856
292131079,55.1478271,25.0832797
13039514253,55.1483792,25.0866935
2053924410,55.1333827,25.0695407
2054775541,55.1392417,25.0736824
663311088,55.1284239,25.0721354
2054775560,55.1391179,25.0750552
1013734748,55.1518169,25.0863928
2063157177,55.138978,25.0733685
9177495921,55.1383178,25.0818719
5993831725,55.1435535,25.0783009
4695304897,55.1415065,25.0852112
642991962,55.143382,25.0779407
631511766,55.1319371,25.0726948
2054775535,55.1399042,25.0747214
2103165392,55.1321308,25.0671855
13039183096,55.1452975,25.0905613
6815790875,55.14728,25.0890046
631520381,55.133132,25.0755351
659835478,55.1455393,25.0813255
659859379,55.1334346,25.0693463
3241119584,55.1419427,25.0859912
9571214402,55.141937,25.0847872
1166275612,55.140151,25.0808849
2063356601,55.1501475,25.0848218
13039514539,55.1468967,25.0878984
3199442651,55.1489375,25.0899801
631528741,55.1290823,25.0675876
4299438711,55.1347411,25.0754019
1166275663,55.1428913,25.077639
2053924425,55.1343525,25.0685178
4911520627,55.1478593,25.0831509
287434765,55.1439044,25.0839264
3274635579,55.1443798,25.0833901
4911467999,55.1301384,25.0738488
13039514528,55.1472455,25.0886397
8684410160,55.143124,25.0778643
3199442622,55.1448163,25.0871349
605034575,55.1340279,25.0779428
13039514277,55.148525,25.0866158
642991964,55.146399,25.0805905
2063869354,55.1316347,25.0723979
663311088,55.1284239,25.0721354
13039514478,55.1486838,25.0898565
4695304897,55.1415065,25.0852112
4898083829,55.135628,25.0765403
659859344,55.1348227,25.0687384
1166275526,55.1391831,25.0736126
4299434639,55.132767,25.0750146
4695304897,55.1415065,25.0852112
4743070609,55.1468499,25.0889471
2057637285,55.139662,25.0749124
2063356599,55.1488437,25.0848134
631520224,55.1400611,25.0809835
631528780,55.1304401,25.0666668
604374369,55.1317329,25.072492
2063079196,55.1423091,25.0783792
13039183065,55.1466514,25.0890856
2063896594,55.1355413,25.0762202
4898302875,55.1313156,25.072162
1013774704,55.1491134,25.0874132
8684410167,55.1394957,25.0737393
718402854,55.1479702,25.0832445
2063356585,55.1483072,25.0830656
659833326,55.1437863,25.0847104
659859379,55.1334346,25.0693463
2054775526,55.1401758,25.0747129
8684410167,55.1394957,25.0737393
631511766,55.1319371,25.0726948
1523378444,55.130654,25.0679399
642992003,55.1331226,25.0678414
13039513933,55.1498956,25.0908795
8904128921,55.1454535,25.0903401
13039198757,55.1479516,25.0905713
2053912257,55.1386177,25.0729373
13039514399,55.1510344,25.0895349
4695304897,55.1415065,25.0852112
2063896600,55.1352062,25.0768248
4299438703,55.13227,25.0735466
8684410160,55.143124,25.0778643
1893178248,55.1397778,25.0807795
1577248041,55.1460853,25.080874
4695304906,55.1414112,25.0853281
5243837040,55.1481916,25.086771
13039514528,55.1472455,25.0886397
2064801768,55.1330661,25.0753106
2054775550,55.1384623,25.0744951
9969925000,55.1483653,25.0904366
2063157181,55.1393657,25.0735923
4299438703,55.13227,25.0735466
9967549252,55.1381164,25.0821466
4727136862,55.1459384,25.081443
2063356601,55.1501475,25.0848218
2063079164,55.1416877,25.0776759
9969922995,55.1345411,25.0701851
2063079196,55.1423091,25.0783792
1166275526,55.1391831,25.0736126
4695304906,55.1414112,25.0853281
2063869361,55.1315244,25.0725032
1523378461,55.1319119,25.0721559
9969925000,55.1483653,25.0904366
659859344,55.1348227,25.0687384
6815790875,55.14728,25.0890046
9571214415,55.1418788,25.0848621
1523378461,55.1319119,25.0721559
1166275663,55.1428913,25.077639
1523378461,55.1319119,25.0721559
1013734748,55.1518169,25.0863928
2063896594,55.1355413,25.0762202
1523378461,55.1319119,25.0721559
283699588,55.1323598,25.0685105
2053924419,55.1339218,25.0697506
4299434621,55.1331987,25.0750129
659859347,55.1343813,25.0687328
13039514238,55.148866,25.08762
4299438700,55.1328656,25.0734133
4299438703,55.13227,25.0735466
2053912228,55.1383905,25.0726597
2053924419,55.1339218,25.0697506
659859345,55.1346072,25.0686724
2063356601,55.1501475,25.0848218
3274635579,55.1443798,25.0833901
2063079196,55.1423091,25.0783792
2064801768,55.1330661,25.0753106
4911171664,55.1394872,25.0739745
10009325426,55.1433667,25.0779265
2834002402,55.135509,25.0794649
2063896559,55.1360256,25.0762455
2042951644,55.1348367,25.070704
4911467999,55.1301384,25.0738488
9571214411,55.1419425,25.0849161
8684410135,55.1460289,25.0802885
10009325430,55.1439522,25.0786801
1166275571,55.139802,25.0805983
2064801768,55.1330661,25.0753106
4882783630,55.1377449,25.0711515
2057637295,55.1394498,25.0750564
1166275550,55.1391801,25.08022
2103165392,55.1321308,25.0671855
2053912215,55.1353999,25.071285
2063896594,55.1355413,25.0762202
12799694252,55.1432843,25.0780209
13039514418,55.1510871,25.0899308
5243837040,55.1481916,25.086771
2063079150,55.1422314,25.0772803
4911446790,55.1456867,25.0813509
13039514277,55.148525,25.0866158
2063079143,55.1422535,25.0770209
2063079150,55.1422314,25.0772803
13039514478,55.1486838,25.0898565
2103165307,55.130582,25.0660577
9967755501,55.1444921,25.0835751
2053912257,55.1386177,25.0729373
639581603,55.1458833,25.0812047
13039492759,55.1475854,25.0883738
13039514539,55.1468967,25.0878984
2053924410,55.1333827,25.0695407
6815790874,55.1472558,25.088917
2063079159,55.1416633,25.0775597
9909818815,55.1261067,25.070089
1166275612,55.140151,25.0808849
6446095960,55.1412948,25.0823664
4911446790,55.1456867,25.0813509
2057637295,55.1394498,25.0750564
13039514277,55.148525,25.0866158
1523378457,55.1342531,25.0702667
659859372,55.1335551,25.0694901
283699588,55.1323598,25.0685105
9967399817,55.1413239,25.0878242
4911446792,55.1457464,25.0811542
2054775574,55.1270133,25.069697
631528785,55.1311737,25.0659315
2063079196,55.1423091,25.0783792
292131079,55.1478271,25.0832797
4695304906,55.1414112,25.0853281
1166275612,55.140151,25.0808849
2063079143,55.1422535,25.0770209
9967399817,55.1413239,25.0878242
3199442627,55.1462735,25.0872838
2053924425,55.1343525,25.0685178
2063079164,55.1416877,25.0776759
659859347,55.1343813,25.0687328
1893178246,55.1396848,25.0807182
2063079201,55.1425236,25.078392
1577248041,55.1460853,25.080874
1013696931,55.1541034,25.0866416
1523378461,55.1319119,25.0721559
1208607055,55.1402862,25.0831558
13039513933,55.1498956,25.0908795
4911446792,55.1457464,25.0811542
4299438711,55.1347411,25.0754019
1523378457,55.1342531,25.0702667
1166275612,55.140151,25.0808849
2063079165,55.1416776,25.0777045
13039514418,55.1510871,25.0899308
13039492759,55.1475854,25.0883738
2064793757,55.141183,25.0822102
9969745116,55.1399015,25.0744148
2063157177,55.138978,25.0733685
3199442627,55.1462735,25.0872838
2063356583,55.1477944,25.0830385
2063079201,55.1425236,25.078392
718479279,55.1431728,25.0842604
9177495921,55.1383178,25.0818719
8488601040,55.142685,25.0786763
9967399817,55.1413239,25.0878242
2054775535,55.1399042,25.0747214
2064801755,55.1382019,25.0743907
2053912257,55.1386177,25.0729373
631520381,55.133132,25.0755351
2063869341,55.131396,25.0727501
626358147,55.132355,25.0644645
4856460641,55.1460813,25.0872916
2063079185,55.1412114,25.0783112
631528802,55.1315018,25.0651172
4299438738,55.1346324,25.0759128
659859340,55.1337316,25.0693799
6563418477,55.1318552,25.07603
8684410160,55.143124,25.0778643
631511747,55.131403,25.0722097
4299438709,55.1323161,25.0738479
8488601040,55.142685,25.0786763
8904128921,55.1454535,25.0903401
1166275550,55.1391801,25.08022
8684410167,55.1394957,25.0737393
9969924937,55.1464226,25.0807152
9967399817,55.1413239,25.0878242
2063079143,55.1422535,25.0770209
287434376,55.1312905,25.0722929
631528741,55.1290823,25.0675876
2064793667,55.1410959,25.0824947
659835490,55.1436381,25.0842798
605034630,55.1340243,25.0777584
2063356601,55.1501475,25.0848218
4299434621,55.1331987,25.0750129
2063079185,55.1412114,25.0783112
659833360,55.1434568,25.0847208
290089538,55.1273375,25.0698912
1166275612,55.140151,25.0808849
4695304906,55.1414112,25.0853281
631528785,55.1311737,25.0659315
8684410135,55.1460289,25.0802885
13039514418,55.1510871,25.0899308
9961205061,55.1360794,25.0767433
2063869363,55.1301675,25.0737295
1166275522,55.1433305,25.077893
1166275612,55.140151,25.0808849
2063896596,55.13543,25.0766209
1577248041,55.1460853,25.080874
2063896604,55.1357808,25.0766815
4911446791,55.1455278,25.0811053
2063079201,55.1425236,25.078392
4911520626,55.1481616,25.0831949
10009325421,55.1433017,25.0780076
2053912257,55.1386177,25.0729373
605034658,55.1331912,25.0771527
8684410145,55.1463554,25.0806265
4299438586,55.1329207,25.0735046
659859347,55.1343813,25.0687328
659859357,55.1335218,25.0692334
10009325421,55.1433017,25.0780076
13039514539,55.1468967,25.0878984
2063356629,55.1501659,25.0850294
8684410135,55.1460289,25.0802885
1543966539,55.1328352,25.077025
9141339479,55.1261123,25.0701417
13039514234,55.1487347,25.0874749
2063079159,55.1416633,25.0775597
2053912236,55.138328,25.0729661
2063079176,55.1417329,25.0778295
7577320085,55.1439116,25.0889651
1208607055,55.1402862,25.0831558
9961040004,55.1401403,25.083262
4910999056,55.1430285,25.078215
2063869341,55.131396,25.0727501
639581603,55.1458833,25.0812047
2063356585,55.1483072,25.0830656
4911171664,55.1394872,25.0739745
631511746,55.1399174,25.0806868
13039514491,55.148998,25.0901796
9967540944,55.1300412,25.0737549
604374369,55.1317329,25.072492
9969922996,55.1345456,25.0704037
9969756431,55.1478297,25.0884645
631528780,55.1304401,25.0666668
2063356612,55.1488294,25.0849527
605039247,55.1351466,25.0690605
9970094772,55.1346828,25.069913
6563418477,55.1318552,25.07603
2054775628,55.1384752,25.0742891
2057637285,55.139662,25.0749124
1150673349,55.1428437,25.085421
13039514486,55.1485194,25.0903162
9988211440,55.138902,25.0738345
9141339479,55.1261123,25.0701417
3199442652,55.1488633,25.0900411
13039514234,55.1487347,25.0874749
659859340,55.1337316,25.0693799
2063079165,55.1416776,25.0777045
2063896582,55.1359557,25.0765827
663311088,55.1284239,25.0721354
2063896600,55.1352062,25.0768248
2053912225,55.1376142,25.0735486
2063079156,55.1419216,25.077528
9969922991,55.1343466,25.070346
659859357,55.1335218,25.0692334
13039514234,55.1487347,25.0874749
9967540925,55.1418145,25.0872908
2063869361,55.1315244,25.0725032
2063356585,55.1483072,25.0830656
12799694252,55.1432843,25.0780209
7561673222,55.1396365,25.0835209
659859347,55.1343813,25.0687328
1166275663,55.1428913,25.077639
6563418477,55.1318552,25.07603
659859345,55.1346072,25.0686724
659859372,55.1335551,25.0694901
1523378444,55.130654,25.0679399
287434765,55.1439044,25.0839264
1208606987,55.1413899,25.0853786
2064801760,55.1382146,25.0741888
5996718986,55.1366646,25.0697068
13039514422,55.1508799,25.0890262
659833375,55.1431591,25.0845786
13039514491,55.148998,25.0901796
9969748110,55.1470935,25.0893778
9967755501,55.1444921,25.0835751
2057637295,55.1394498,25.0750564
6828558951,55.1394999,25.0835803
2053912215,55.1353999,25.071285
1280022304,55.1348155,25.0671339
2063079185,55.1412114,25.0783112
2063079143,55.1422535,25.0770209
2057637299,55.1393314,25.0752199
1893178246,55.1396848,25.0807182
9969925006,55.149432,25.0906262
7577320099,55.1443928,25.0895371
1150673349,55.1428437,25.085421
659859357,55.1335218,25.0692334
13039514277,55.148525,25.0866158
4299438729,55.1342738,25.075855
1597324041,55.1314649,25.0671968
9969925000,55.1483653,25.0904366
8488601047,55.1426866,25.0784729
2053912236,55.138328,25.0729661
2053924410,55.1333827,25.0695407
659859357,55.1335218,25.0692334
1893178269,55.1394641,25.0809814
283699486,55.1338069,25.0696288
4882783581,55.131126,25.0668655
9404252269,55.1363162,25.0775723
1166275526,55.1391831,25.0736126
2053912228,55.1383905,25.0726597
1789455359,55.131818,25.0728423
659835478,55.1455393,25.0813255
1013780787,55.1481658,25.0812331
4743070609,55.1468499,25.0889471
7577320073,55.1438356,25.0890267
2063896598,55.135988,25.0761635
2064793667,55.1410959,25.0824947
718485892,55.1414275,25.0825328
8488601044,55.142474,25.0786332
13039514418,55.1510871,25.0899308
4911171664,55.1394872,25.0739745
1013699252,55.1547267,25.087078
2063079171,55.1415993,25.0777651
2057637295,55.1394498,25.0750564
1013774704,55.1491134,25.0874132
2063896576,55.1354021,25.076353
8871346700,55.1464834,25.0806647
4299434621,55.1331987,25.0750129
718485892,55.1414275,25.0825328
659833375,55.1431591,25.0845786
1166275482,55.1399955,25.0804467
4856460641,55.1460813,25.0872916
3039737477,55.1422006,25.086119
3274635579,55.1443798,25.0833901
13039514233,55.1495935,25.087904
639581603,55.1458833,25.0812047
1166275632,55.1431692,25.0779084
9177495921,55.1383178,25.0818719
4911446792,55.1457464,25.0811542
4299434639,55.132767,25.0750146
13039514510,55.14781,25.0888078
628589386,55.1356485,25.068573
4911306310,55.1436887,25.0848694
604341588,55.1300644,25.0672747
4910999056,55.1430285,25.078215
10009325430,55.1439522,25.0786801
1166275632,55.1431692,25.0779084
9404252269,55.1363162,25.0775723
2063869361,55.1315244,25.0725032
4299438586,55.1329207,25.0735046
4911306310,55.1436887,25.0848694
2063079143,55.1422535,25.0770209
1166275526,55.1391831,25.0736126
4911520627,55.1478593,25.0831509
10009325430,55.1439522,25.0786801
287434376,55.1312905,25.0722929
605034618,55.133794,25.0777605
8684410135,55.1460289,25.0802885
13039198834,55.1485648,25.0915991
4911171664,55.1394872,25.0739745
4965137172,55.1466873,25.0893713
2063079196,55.1423091,25.0783792
